,Age,Gender,family_history,benefits,care_options,anonymity,leave,work_interfere
59,0.34090909090909094,1,1,0,0,1,1,2
60,0.5909090909090909,1,1,2,0,0,0,4
61,0.18181818181818182,0,0,0,1,2,4,4
62,0.20454545454545456,1,0,2,1,0,2,1
63,0.18181818181818182,1,0,1,0,0,4,0
64,0.38636363636363635,1,0,0,0,0,2,4
65,0.5,1,1,2,2,0,0,4
66,0.11363636363636365,0,1,1,1,0,4,2
67,0.4090909090909091,1,0,2,0,0,0,4
68,0.29545454545454547,0,0,0,0,0,0,0
69,0.36363636363636365,1,0,1,0,0,0,3
70,0.2272727272727273,1,0,1,0,0,0,1
71,0.36363636363636365,1,0,0,1,0,2,1
72,0.11363636363636365,2,0,2,2,2,1,3
73,0.4545454545454546,1,0,1,0,2,2,0
74,0.34090909090909094,1,0,0,1,0,0,1
75,0.022727272727272728,1,0,1,2,1,1,0
76,0.1590909090909091,1,0,2,2,0,0,0
77,0.29545454545454547,1,1,1,0,2,1,4
78,0.3181818181818182,1,1,1,0,0,1,4
79,0.2272727272727273,1,0,0,0,0,4,1
80,0.4545454545454546,1,1,2,2,0,0,4
81,0.11363636363636365,1,0,2,1,0,4,1
82,0.2727272727272727,1,0,1,0,0,0,1
83,0.20454545454545456,0,0,2,2,2,4,2
84,0.34090909090909094,1,1,1,0,0,0,1
85,0.29545454545454547,1,0,0,1,0,0,0
86,0.4772727272727273,1,0,1,0,0,3,2
87,0.36363636363636365,0,1,2,1,0,0,3
88,0.25,0,0,2,2,0,0,4
89,0.3181818181818182,1,0,0,0,0,0,0
90,0.29545454545454547,1,0,2,2,2,2,1
91,0.5,1,0,1,2,2,3,4
92,0.36363636363636365,1,0,0,0,0,2,0
93,0.0,2,0,2,2,2,2,0
94,0.1590909090909091,0,0,2,2,0,0,4
95,0.25,1,0,0,0,0,0,1
96,0.13636363636363635,1,1,0,1,0,2,3
97,0.29545454545454547,1,1,0,0,0,0,4
98,0.34090909090909094,1,0,1,2,0,2,4
99,0.2727272727272727,1,0,1,2,2,2,2
100,0.18181818181818182,0,1,1,2,1,3,4
101,0.5909090909090909,0,0,2,1,0,0,1
102,0.1590909090909091,1,1,0,0,0,4,0
103,0.34090909090909094,1,1,2,2,2,2,4
104,0.25,1,0,2,1,0,2,1
105,0.38636363636363635,1,1,2,1,2,2,3
106,0.38636363636363635,1,1,0,1,0,2,4
107,0.2272727272727273,1,1,1,0,1,0,3
108,0.36363636363636365,1,1,2,0,0,0,1
109,0.3181818181818182,1,0,2,0,2,1,4
110,0.09090909090909091,1,0,2,2,2,0,4
111,0.2272727272727273,1,0,2,2,2,2,4
112,0.6136363636363636,1,1,2,2,2,4,3
113,0.3181818181818182,1,0,2,2,0,0,1
114,0.2272727272727273,1,0,0,0,0,0,0
115,0.18181818181818182,1,0,0,0,0,4,1
116,0.06818181818181818,1,0,1,2,2,3,2
117,0.20454545454545456,1,0,2,2,2,4,3
118,0.0,1,0,1,0,2,4,3
119,0.38636363636363635,1,0,0,1,0,0,0
120,0.25,1,0,2,2,0,0,1
121,0.1590909090909091,1,0,0,0,0,4,0
122,0.34090909090909094,1,1,0,0,2,4,4
123,0.4090909090909091,1,0,2,0,2,0,2
124,0.20454545454545456,1,0,2,1,0,3,1
125,0.20454545454545456,1,1,2,0,2,0,1
126,0.20454545454545456,1,0,1,0,0,0,0
127,0.3181818181818182,1,0,2,2,2,0,3
128,0.29545454545454547,1,1,1,0,0,2,4
129,0.022727272727272728,1,0,0,0,0,2,4
130,0.34090909090909094,1,1,2,2,0,4,4
131,0.3181818181818182,1,0,1,2,0,3,3
132,0.20454545454545456,1,0,0,1,0,0,1
133,0.4545454545454546,1,0,1,2,2,2,0
134,0.13636363636363635,1,0,0,0,0,0,1
135,0.4772727272727273,1,0,1,0,0,0,1
136,0.2272727272727273,1,0,0,0,2,4,1
137,0.4772727272727273,1,0,2,1,0,2,2
138,0.25,0,0,0,0,0,2,0
139,0.09090909090909091,1,0,0,0,0,2,0
140,0.4545454545454546,1,1,0,0,0,0,4
141,0.4318181818181818,1,0,1,2,2,3,4
142,0.38636363636363635,1,0,0,1,0,0,1
143,0.29545454545454547,1,0,2,0,0,0,0
144,0.2727272727272727,0,1,0,1,0,0,0
145,0.4318181818181818,1,1,2,2,0,2,3
146,0.13636363636363635,1,0,1,0,2,0,1
147,0.11363636363636365,1,0,1,0,1,2,4
148,0.2727272727272727,1,0,1,2,0,2,3
149,0.25,0,0,0,1,0,0,0
150,0.022727272727272728,1,1,0,1,2,2,0
151,0.3181818181818182,1,1,0,1,0,4,1
152,0.2272727272727273,1,0,1,0,0,0,3
153,0.4090909090909091,1,0,0,1,0,0,1
154,0.4318181818181818,1,1,2,2,2,1,3
155,0.1590909090909091,1,1,0,0,0,1,4
156,0.20454545454545456,1,1,0,0,0,0,4
157,0.18181818181818182,1,0,0,1,0,0,2
158,0.20454545454545456,1,0,1,2,0,1,3
159,0.1590909090909091,1,1,0,1,0,4,4
160,0.4090909090909091,1,0,2,2,2,2,4
161,0.1590909090909091,0,1,2,0,0,0,4
162,0.29545454545454547,1,0,2,0,0,0,1
163,0.18181818181818182,1,1,0,0,0,0,3
164,0.34090909090909094,0,1,1,2,2,3,4
165,0.20454545454545456,0,1,1,2,2,2,0
166,0.36363636363636365,1,0,1,0,0,4,1
167,0.5454545454545454,1,0,1,2,0,3,0
168,0.11363636363636365,1,1,1,0,0,3,4
169,0.13636363636363635,1,0,0,1,0,4,3
170,0.18181818181818182,1,0,2,2,2,2,4
171,0.29545454545454547,1,0,0,0,0,0,2
172,0.09090909090909091,1,0,0,1,0,3,1
173,0.11363636363636365,0,0,0,0,0,0,0
174,0.36363636363636365,0,1,2,2,0,2,4
175,0.29545454545454547,1,0,0,1,0,0,1
176,0.2272727272727273,1,0,1,1,2,2,0
177,0.3181818181818182,0,0,2,1,2,4,2
178,0.6136363636363636,0,0,2,0,2,1,4
179,0.34090909090909094,1,0,0,0,0,4,0
180,0.25,1,0,1,0,1,0,1
181,0.18181818181818182,0,0,1,0,0,2,4
182,0.2272727272727273,0,0,0,0,2,2,1
183,0.6136363636363636,1,0,0,1,0,0,4
184,0.5681818181818182,1,1,2,1,0,3,2
185,0.4318181818181818,1,0,2,0,0,0,0
186,0.13636363636363635,1,0,0,0,0,2,4
187,0.18181818181818182,1,0,1,2,0,2,0
188,0.11363636363636365,1,1,0,0,0,0,0
189,0.38636363636363635,0,1,2,1,2,2,1
190,0.4545454545454546,0,1,1,2,2,2,2
191,0.2272727272727273,1,1,2,0,0,2,4
192,0.2272727272727273,1,0,1,0,0,0,4
193,0.38636363636363635,1,0,1,0,2,0,3
194,0.3181818181818182,0,0,1,0,0,3,4
195,0.29545454545454547,1,1,1,0,0,2,1
196,0.38636363636363635,0,0,0,1,0,0,1
197,0.18181818181818182,1,0,2,0,2,2,3
198,0.20454545454545456,1,1,2,2,0,2,0
199,0.2272727272727273,1,1,0,0,0,0,4
200,0.20454545454545456,0,1,2,0,0,4,4
201,0.36363636363636365,0,0,2,2,2,2,4
202,0.5227272727272727,1,0,1,1,0,3,2
203,0.4318181818181818,1,0,1,2,0,3,4
204,0.36363636363636365,1,1,0,0,0,4,0
205,0.3181818181818182,1,1,0,1,0,1,4
206,0.06818181818181818,1,0,1,2,0,1,4
207,0.2727272727272727,1,0,1,2,2,2,2
208,0.13636363636363635,1,0,0,1,0,0,1
209,0.18181818181818182,1,0,1,0,1,4,0
210,0.5,0,0,2,2,2,2,0
211,0.4318181818181818,1,1,1,0,0,0,4
212,0.18181818181818182,1,0,1,0,0,0,2
213,0.3181818181818182,0,1,0,0,1,0,4
214,0.3181818181818182,0,0,2,2,2,4,4
215,0.20454545454545456,0,1,1,0,0,3,4
216,0.2727272727272727,1,0,2,2,2,3,2
217,0.29545454545454547,1,0,2,2,2,4,0
218,0.25,0,0,2,0,0,1,1
219,0.5227272727272727,1,0,2,1,0,4,0
220,0.36363636363636365,0,0,2,0,0,2,0
221,0.34090909090909094,1,0,0,0,0,0,0
222,0.2272727272727273,1,0,0,0,0,0,3
223,0.2272727272727273,1,0,1,2,2,3,4
224,0.11363636363636365,1,0,0,1,0,0,1
225,0.13636363636363635,1,0,0,0,2,4,0
226,0.3181818181818182,1,0,1,2,0,3,3
227,0.36363636363636365,1,0,0,1,0,1,4
228,0.13636363636363635,1,0,2,1,0,4,1
229,0.18181818181818182,1,0,1,2,0,0,4
230,0.4090909090909091,1,0,2,0,0,0,4
231,0.5227272727272727,1,0,2,2,0,0,3
232,0.4545454545454546,1,0,0,1,0,3,4
233,0.4545454545454546,1,0,0,1,0,0,4
234,0.2727272727272727,1,0,0,0,2,2,0
235,0.1590909090909091,1,0,1,0,0,1,1
236,0.4318181818181818,1,1,2,2,0,0,2
237,0.36363636363636365,1,1,1,0,2,1,0
238,0.4318181818181818,0,1,2,2,2,2,4
239,0.2272727272727273,0,1,2,2,2,0,4
240,0.09090909090909091,1,0,0,0,0,0,0
241,0.36363636363636365,1,1,1,0,0,1,4
242,0.34090909090909094,1,1,2,2,2,2,4
243,0.1590909090909091,1,0,1,0,2,1,0
244,0.20454545454545456,1,0,2,2,2,2,1
245,0.5,1,0,2,2,2,0,4
246,0.06818181818181818,1,0,0,0,0,0,2
247,0.25,1,0,1,0,2,4,0
248,0.3181818181818182,1,1,1,0,0,0,4
249,0.25,0,1,2,2,2,0,3
250,0.11363636363636365,1,1,0,0,2,2,4
251,0.2272727272727273,1,1,2,0,2,2,0
252,0.29545454545454547,1,1,2,2,2,4,3
253,0.20454545454545456,1,0,0,1,1,4,0
254,0.13636363636363635,1,0,0,0,0,0,4
255,0.25,1,0,1,0,0,1,2
256,0.11363636363636365,0,0,0,1,0,0,4
257,0.5454545454545454,1,0,1,2,0,2,1
258,0.13636363636363635,1,0,1,0,0,0,0
259,0.1590909090909091,1,1,1,2,1,3,2
260,0.20454545454545456,0,0,2,0,2,0,3
261,0.20454545454545456,1,0,1,2,1,3,4
262,0.2727272727272727,1,0,2,2,2,0,4
263,0.25,1,1,1,2,2,3,3
264,0.5681818181818182,1,0,1,1,0,2,0
265,0.3181818181818182,1,0,1,2,0,4,0
266,0.5227272727272727,1,0,2,2,0,4,4
267,0.3181818181818182,1,1,0,1,0,4,4
268,0.4318181818181818,0,1,2,2,2,0,2
269,0.3181818181818182,1,0,1,0,0,4,1
270,0.2727272727272727,1,0,1,0,0,1,4
271,0.11363636363636365,0,1,2,0,2,0,1
272,0.2727272727272727,1,0,2,2,2,4,0
273,0.36363636363636365,1,0,1,2,0,2,4
274,0.4545454545454546,1,0,2,0,0,0,3
275,0.34090909090909094,1,0,2,0,2,0,0
276,0.36363636363636365,1,0,2,0,0,0,0
277,0.2272727272727273,1,0,1,2,0,2,4
278,0.2272727272727273,1,0,2,2,0,4,3
279,0.11363636363636365,1,1,0,0,0,0,4
280,0.09090909090909091,1,1,0,1,0,2,4
281,0.20454545454545456,1,0,1,0,2,0,1
282,0.0,1,0,0,0,0,0,4
283,0.38636363636363635,1,1,2,2,2,1,4
284,0.1590909090909091,1,0,0,1,0,0,0
285,0.20454545454545456,1,1,1,0,2,2,4
286,0.18181818181818182,0,1,2,1,0,0,3
287,0.0,1,0,0,1,0,4,1
288,0.4545454545454546,0,0,1,2,0,0,4
289,0.18181818181818182,0,1,2,2,0,2,3
290,0.2727272727272727,1,0,1,0,1,2,1
291,0.38636363636363635,1,0,0,0,0,0,1
292,0.6136363636363636,1,1,2,2,2,0,4
293,0.3181818181818182,1,0,2,0,0,0,1
294,0.8409090909090909,1,0,2,1,0,0,1
295,0.13636363636363635,0,0,0,1,0,0,0
296,0.2727272727272727,0,1,2,2,0,4,4
297,0.9090909090909092,1,0,2,0,0,0,0
298,0.34090909090909094,1,1,2,0,0,0,4
299,0.4318181818181818,1,0,2,2,0,0,1
300,0.11363636363636365,0,0,2,2,0,0,4
301,0.29545454545454547,0,0,2,1,2,2,4
302,0.18181818181818182,1,0,2,1,0,0,3
303,0.2272727272727273,0,1,2,2,2,2,2
304,0.4318181818181818,0,0,2,2,0,2,3
305,0.18181818181818182,1,1,2,0,0,0,2
306,0.2727272727272727,2,1,2,1,0,2,3
307,0.18181818181818182,1,0,1,0,0,0,0
308,0.1590909090909091,1,0,0,1,0,0,0
309,0.20454545454545456,1,0,2,1,0,0,4
310,0.1590909090909091,1,0,0,0,0,1,2
311,0.38636363636363635,1,0,2,1,0,0,3
312,0.4090909090909091,1,0,1,2,0,2,1
313,0.18181818181818182,1,1,2,1,0,0,4
314,0.20454545454545456,1,1,0,0,0,4,0
315,0.2727272727272727,1,0,0,1,0,0,0
316,0.25,1,0,0,1,0,0,0
317,0.1590909090909091,1,0,2,2,2,4,1
318,0.09090909090909091,0,1,2,2,2,2,2
319,0.25,1,0,1,2,0,2,0
320,0.5227272727272727,1,1,2,2,2,2,3
321,0.25,1,0,2,0,0,0,4
322,0.3181818181818182,1,0,2,1,2,2,1
323,0.13636363636363635,0,1,2,2,2,0,4
324,0.1590909090909091,1,0,2,0,0,0,3
325,0.1590909090909091,1,0,0,1,0,0,0
326,0.2727272727272727,0,0,2,2,2,2,1
327,0.1590909090909091,1,1,0,1,0,0,4
328,0.2727272727272727,1,0,1,2,0,0,1
329,0.34090909090909094,1,1,1,0,0,1,3
330,0.13636363636363635,1,0,2,1,2,4,0
331,0.1590909090909091,1,1,2,2,0,0,4
332,0.29545454545454547,1,0,0,0,2,2,0
333,0.6136363636363636,1,0,1,0,0,3,2
334,0.25,1,0,1,2,0,0,0
335,0.6363636363636364,1,0,2,1,0,4,1
336,0.2727272727272727,1,0,0,0,0,0,4
337,0.25,0,0,2,1,0,4,4
338,0.13636363636363635,1,0,2,2,2,0,0
339,0.25,1,0,2,2,2,4,0
340,0.38636363636363635,1,0,0,1,0,0,0
341,0.34090909090909094,0,1,1,2,0,3,4
342,0.20454545454545456,1,0,0,1,0,4,4
343,0.4090909090909091,1,0,0,1,0,0,0
344,0.34090909090909094,1,0,0,0,0,0,3
345,0.1590909090909091,0,1,2,2,2,0,4
346,0.11363636363636365,1,1,0,0,0,0,4
347,0.7954545454545455,1,1,0,0,0,0,1
348,0.09090909090909091,1,0,0,0,0,0,4
349,0.1590909090909091,2,1,2,2,0,0,4
350,0.25,1,0,0,0,0,0,2
351,0.20454545454545456,1,0,2,2,2,0,4
352,0.2727272727272727,1,0,1,0,0,4,1
353,0.18181818181818182,1,1,2,1,0,0,2
354,0.1590909090909091,0,1,2,2,0,2,4
355,0.29545454545454547,1,0,1,2,2,0,4
356,0.34090909090909094,1,1,0,1,0,0,4
357,0.36363636363636365,1,1,2,2,2,0,4
358,0.36363636363636365,1,0,1,0,0,2,4
359,0.25,1,0,1,2,2,4,0
360,0.34090909090909094,0,0,1,0,0,1,0
361,0.36363636363636365,1,1,1,0,0,1,3
362,0.18181818181818182,1,1,1,0,1,0,3
363,0.3181818181818182,1,1,2,2,2,0,3
364,0.29545454545454547,1,0,2,2,0,0,2
365,0.2272727272727273,1,1,0,1,0,1,4
366,0.38636363636363635,1,1,2,0,2,4,0
367,0.4090909090909091,1,1,1,2,2,4,2
368,0.06818181818181818,1,1,2,0,2,0,3
369,0.06818181818181818,1,0,0,1,1,4,4
370,0.09090909090909091,0,0,2,0,2,2,0
371,0.5227272727272727,1,1,2,0,0,1,2
372,0.8181818181818182,1,1,2,2,2,4,3
373,0.3181818181818182,0,0,2,2,2,2,4
374,0.06818181818181818,0,1,0,1,0,2,3
375,0.6136363636363636,1,0,2,2,0,0,1
376,0.20454545454545456,0,0,2,2,2,0,3
377,0.1590909090909091,0,1,0,0,0,0,4
378,0.36363636363636365,0,1,2,2,2,3,3
379,0.18181818181818182,0,1,2,2,2,0,1
380,0.5227272727272727,1,0,2,1,0,2,1
381,0.20454545454545456,1,0,2,0,2,0,3
382,0.29545454545454547,1,1,2,0,0,0,4
383,0.1590909090909091,1,1,1,0,2,2,2
384,0.18181818181818182,1,0,0,0,0,0,4
385,0.20454545454545456,0,1,2,2,0,0,3
386,0.5454545454545454,1,0,0,1,0,0,1
387,0.25,2,1,2,2,0,3,4
388,0.1590909090909091,0,0,0,1,0,1,4
389,0.34090909090909094,0,1,2,2,2,0,3
390,0.29545454545454547,2,1,1,2,1,3,2
391,0.5,0,1,2,0,0,2,3
392,0.29545454545454547,1,0,0,0,0,2,1
393,0.18181818181818182,1,1,0,0,0,4,2
394,0.13636363636363635,0,1,1,0,1,3,0
395,0.25,1,0,2,1,0,0,1
396,0.6818181818181819,1,0,0,0,0,0,0
397,0.38636363636363635,1,0,1,0,0,3,4
398,0.3181818181818182,0,0,0,1,0,0,1
399,0.25,1,0,0,1,2,2,4
400,0.18181818181818182,1,1,2,2,0,1,2
401,0.2272727272727273,1,1,2,2,0,0,4
402,0.11363636363636365,1,0,0,0,0,0,0
403,0.38636363636363635,1,1,2,2,0,3,4
404,0.25,1,1,0,0,0,4,4
405,0.18181818181818182,1,1,2,2,2,4,0
406,0.34090909090909094,1,1,2,2,0,0,1
407,0.34090909090909094,1,0,0,0,0,0,0
408,0.09090909090909091,1,0,0,0,0,2,1
409,0.2727272727272727,0,1,1,0,0,0,0
410,0.34090909090909094,1,1,2,2,0,2,2
411,0.29545454545454547,0,1,0,1,0,3,3
412,0.06818181818181818,1,1,0,1,0,0,1
413,0.29545454545454547,2,1,0,0,0,0,4
414,0.18181818181818182,0,0,0,1,0,1,4
415,0.2727272727272727,1,1,0,0,0,2,2
416,0.2727272727272727,2,1,0,1,0,1,4
417,0.11363636363636365,1,0,1,0,0,0,0
418,0.36363636363636365,1,0,1,0,0,2,1
419,0.8181818181818182,1,1,1,2,0,0,4
420,0.2272727272727273,1,1,2,0,2,4,3
421,0.18181818181818182,1,0,0,0,0,0,0
422,0.2272727272727273,1,1,2,2,0,4,4
423,0.3181818181818182,1,1,1,0,0,2,4
424,0.2272727272727273,0,0,2,2,0,0,3
425,0.06818181818181818,1,0,0,1,2,0,4
426,0.13636363636363635,1,1,1,2,0,1,4
427,0.18181818181818182,0,0,2,1,0,0,0
428,0.11363636363636365,1,0,2,0,0,0,0
429,0.13636363636363635,0,0,2,2,2,2,0
430,0.2272727272727273,1,0,0,0,0,2,1
431,0.13636363636363635,0,1,1,0,0,4,3
432,0.34090909090909094,1,0,1,0,2,2,2
433,0.36363636363636365,1,0,0,0,0,0,4
434,0.20454545454545456,0,0,0,1,0,1,4
435,0.2272727272727273,1,0,0,0,0,0,1
436,0.18181818181818182,1,0,0,1,0,0,0
437,0.045454545454545456,1,0,0,1,2,4,0
438,0.11363636363636365,0,0,2,2,0,0,4
439,0.25,1,1,2,2,2,2,3
440,0.18181818181818182,1,1,1,0,0,0,4
441,0.4090909090909091,1,0,2,0,0,2,3
442,0.5227272727272727,1,0,2,2,2,0,4
443,0.34090909090909094,0,0,2,0,0,0,0
444,0.11363636363636365,1,1,2,2,2,4,4
445,0.4772727272727273,1,1,2,0,0,0,2
446,0.36363636363636365,1,1,2,1,0,0,0
447,0.18181818181818182,0,0,2,2,0,1,4
448,0.13636363636363635,1,0,2,2,0,0,3
449,0.4318181818181818,1,1,2,2,0,0,3
450,0.5681818181818182,1,1,2,2,2,4,2
451,0.5,2,1,2,2,2,0,1
452,0.2727272727272727,1,1,2,2,0,3,2
453,0.36363636363636365,1,0,0,1,0,0,4
454,0.20454545454545456,1,1,0,1,0,0,4
455,0.4090909090909091,1,0,0,0,2,2,4
456,0.20454545454545456,1,0,1,2,0,2,3
457,0.38636363636363635,1,1,2,0,2,0,1
458,0.3181818181818182,1,0,1,0,0,0,1
459,0.4318181818181818,1,0,2,0,0,0,0
460,0.25,1,0,0,0,0,0,0
461,0.34090909090909094,0,0,2,1,0,4,1
462,0.2272727272727273,1,0,1,2,0,2,4
463,0.18181818181818182,0,1,0,1,0,1,1
464,0.20454545454545456,1,1,0,0,0,2,4
465,0.4545454545454546,1,0,1,0,2,2,4
466,0.8636363636363636,1,1,2,2,0,0,3
467,0.2272727272727273,1,0,1,0,1,3,4
468,0.18181818181818182,1,0,1,2,0,0,1
469,0.5454545454545454,0,0,2,2,2,0,3
470,0.29545454545454547,1,0,2,2,2,4,4
471,0.8863636363636364,1,0,2,2,2,2,3
472,0.25,1,0,0,0,0,3,4
473,0.4772727272727273,0,0,2,2,0,0,4
474,0.36363636363636365,1,0,0,0,0,3,4
475,0.8636363636363636,1,0,2,1,0,0,4
476,0.20454545454545456,1,1,1,1,0,1,4
477,0.11363636363636365,1,1,0,0,0,0,2
478,0.0,1,0,0,0,0,4,0
479,0.2727272727272727,0,0,0,1,0,0,0
480,0.11363636363636365,1,0,0,1,0,0,1
481,0.5681818181818182,1,0,2,2,2,2,4
482,0.0,0,1,0,1,0,0,4
483,0.25,1,0,2,2,0,0,3
484,0.6818181818181819,1,0,0,0,0,0,1
485,0.5681818181818182,1,0,1,2,0,2,4
486,0.2272727272727273,0,1,0,1,0,0,4
487,0.2727272727272727,1,1,1,2,2,4,2
488,0.18181818181818182,1,0,1,0,2,4,4
489,0.34090909090909094,1,0,1,0,0,0,1
490,0.29545454545454547,1,0,2,1,2,0,0
491,0.2727272727272727,1,0,0,1,0,0,3
492,0.20454545454545456,1,0,1,0,0,1,0
493,0.13636363636363635,0,1,1,0,0,0,4
494,0.1590909090909091,1,0,0,1,0,0,0
495,0.11363636363636365,0,1,2,1,0,0,2
496,0.4090909090909091,1,0,2,1,0,1,4
497,0.1590909090909091,0,1,0,1,2,1,2
498,0.7954545454545455,1,0,1,2,2,4,4
499,0.36363636363636365,1,0,0,1,0,2,3
500,0.4545454545454546,0,0,2,2,2,0,0
501,0.5,1,1,1,0,1,0,0
502,0.3181818181818182,1,0,1,1,0,0,0
503,0.1590909090909091,1,0,0,1,0,0,1
504,0.38636363636363635,0,0,1,2,0,0,4
505,0.6363636363636364,1,0,2,2,0,0,4
506,0.5454545454545454,1,0,2,0,0,3,1
507,0.3181818181818182,1,1,2,0,0,0,4
508,0.6590909090909091,1,1,2,2,0,4,4
509,0.09090909090909091,1,0,2,1,2,0,0
510,0.34090909090909094,0,0,2,2,0,4,4
511,0.1590909090909091,0,0,1,0,1,2,4
512,0.25,1,0,0,1,0,0,0
513,0.4772727272727273,1,0,2,2,2,4,1
514,0.4545454545454546,1,1,2,1,2,0,4
515,0.5681818181818182,1,0,0,0,0,0,0
516,0.6363636363636364,1,0,2,1,2,0,3
517,0.4545454545454546,0,1,2,2,2,4,4
518,0.34090909090909094,1,0,2,2,2,4,4
519,0.36363636363636365,1,1,1,2,2,4,2
520,0.9545454545454546,1,0,2,2,0,0,1
521,0.11363636363636365,0,0,0,1,2,0,0
522,0.38636363636363635,1,0,1,0,0,0,0
523,0.1590909090909091,1,1,0,1,0,0,3
524,0.4090909090909091,1,1,0,2,2,1,4
525,0.5227272727272727,0,1,2,2,2,4,3
526,0.13636363636363635,1,0,2,2,2,2,4
527,0.75,1,0,1,2,1,1,4
528,0.25,1,0,2,2,2,4,4
529,0.29545454545454547,0,1,0,1,0,0,4
530,0.20454545454545456,1,0,1,0,0,0,0
531,0.29545454545454547,1,0,2,2,0,2,3
532,0.20454545454545456,0,1,1,0,1,3,4
533,0.11363636363636365,1,0,0,0,0,4,3
534,0.06818181818181818,1,0,0,1,0,0,1
535,0.20454545454545456,0,1,1,2,1,1,4
536,0.4772727272727273,1,1,2,2,0,2,2
537,0.18181818181818182,1,1,0,0,0,0,1
538,0.20454545454545456,1,0,0,0,0,0,1
539,0.09090909090909091,0,1,2,2,0,0,4
540,0.18181818181818182,0,1,0,0,0,1,2
541,0.29545454545454547,0,1,2,2,2,2,3
542,0.3181818181818182,1,0,0,0,0,0,1
543,0.2272727272727273,0,1,2,0,0,0,2
544,0.2272727272727273,2,1,1,1,2,1,3
545,0.11363636363636365,0,0,0,1,0,4,0
546,0.2727272727272727,1,0,0,1,0,4,1
547,0.4090909090909091,1,1,2,0,0,1,4
548,0.06818181818181818,1,1,2,2,2,0,0
549,0.2727272727272727,1,0,1,0,0,2,2
550,0.1590909090909091,0,1,0,1,0,0,0
551,0.3181818181818182,1,0,1,0,0,4,4
552,0.25,0,0,1,0,0,0,4
553,0.06818181818181818,2,0,1,2,2,2,4
554,0.20454545454545456,0,1,1,0,0,2,3
555,0.3181818181818182,0,0,0,1,0,0,2
556,0.36363636363636365,1,0,2,2,2,4,4
557,0.34090909090909094,1,0,0,0,0,0,0
558,0.09090909090909091,1,1,1,1,0,2,4
559,0.13636363636363635,1,0,0,1,0,0,0
560,0.9772727272727273,1,0,1,0,0,4,0
561,0.20454545454545456,1,1,0,0,0,0,4
562,0.34090909090909094,1,0,0,1,2,4,1
563,0.4090909090909091,1,0,0,1,0,0,3
564,0.5,1,0,1,0,0,1,1
565,0.2272727272727273,1,0,2,2,2,1,4
566,0.4772727272727273,1,0,2,1,2,0,4
